vehical_name,Registration Year ,Insurance ,Fuel Type ,Seats ,Kms Driven ,RTO ,Ownership ,Engine Displacement ,Transmission ,Year of Manufacture ,Engine ,Power ,Transmission ,Drive Type ,Mileage ,Fuel ,new_vehical_price,vehical_price,other_features
2014 Maruti Celerio VXI,2014,-,Petrol,5 Seats,"60,000 Kms",Bangalore,Second Owner,998 cc,Manual,2014,998 cc,67.04 bhp,Manual,,23.1 kmpl,Petrol,New Car Price ₹5.24 Lakh,₹4 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2024 Renault Triber RXL,2024,-,Petrol,7 Seats,"30,000 Kms",Madurai,First Owner,999 cc,Manual,2024,999 cc,71.01 bhp,Manual,,20 kmpl,Petrol,New Car Price ₹8.23 Lakh,₹6.50 Lakh ,"['Touchscreen', 'Parking Sensors', 'Rear AC Vents', 'Rear Charging Sockets', 'Tumble Fold Seats', 'Rear Camera']"
2019 Skoda Rapid 1.5 TDI Ambition BSIV,Nov 2019,Comprehensive,Diesel,5 Seats,"39,000 Kms",Chennai,First Owner,1498 cc,Manual,2019,1498 cc,108.6 bhp,Manual,,21.13 kmpl,Diesel,New Car Price ₹11.78 Lakh,₹9.95 Lakh Make Your Offer,"['Automatic Climate Control', 'Rear AC Vents', 'Parking Sensors']"
2025 Mahindra BE 6 Pack One,2025,-,Electric,5 Seats,"1,00,000 Kms",,First Owner,,Automatic,2025,,228 bhp,Automatic,,,,New Car Price ₹20.63 Lakh,₹13.78 Lakh ,"['Digital Instrument Cluster', 'Auto Dimming IRVM', 'Rear Camera', 'KeyLess Entry', 'Automatic Climate Control', 'Rear AC Vents', 'Voice Commands', 'Cruise Control', 'Parking Sensors', 'Power Windows', 'Advanced Internet Features']"
2021 Hyundai Aura SX,Oct 2021,Comprehensive,Petrol,5 Seats,"22,010 Kms",Jabalpur,First Owner,1197 cc,Manual,2021,1197 cc,81.86 bhp,Manual,,20.5 kmpl,Petrol,New Car Price ₹8.74 Lakh,₹6.30 Lakh Make Your Offer,"['Engine Start/Stop Button', 'Rear AC Vents', 'Parking Sensors', 'Android Auto/Apple CarPlay']"
2025 Maruti Alto K10 VXI Plus,2025,-,Petrol,5 Seats,"10,000 Kms",Siddharthnagar,First Owner,998 cc,Manual,2025,998 cc,65.71 bhp,Manual,,24.39 kmpl,Petrol,New Car Price ₹6.31 Lakh,₹6.05 Lakh ,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Bluetooth Connectivity', 'Touchscreen', 'Steering Mounted Controls', 'Power Windows']"
2015 Maruti Swift VXI,2015,-,Petrol,5 Seats,"2,20,000 Kms",Siddharthnagar,First Owner,1197 cc,Manual,2015,1197 cc,81.80 bhp,Manual,,21.21 kmpl,Petrol,New Car Price ₹7.03 Lakh,₹3.50 Lakh ,['Android Auto/Apple CarPlay']
2018 Maruti Swift VXI 2018,2018,-,Petrol,5 Seats,"73,000 Kms",Siddipet,First Owner,1197 cc,Manual,2018,1197 cc,81.80 bhp,Manual,,22 kmpl,Petrol,New Car Price ₹7.16 Lakh,₹5.10 Lakh ,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Digital Odometer', 'Height Adjustable Driver Seat', 'Bluetooth Connectivity', 'Steering Mounted Controls']"
2008 Maruti Zen Estilo LX BSIII,2008,-,Petrol,5 Seats,"1,20,000 Kms",Allahabad,Third Owner,998 cc,Manual,2008,998 cc,67.1 bhp,Manual,,18.2 kmpl,Petrol,New Car Price ₹3.64 Lakh,₹1.50 Lakh ,"['Air Conditioner', 'Digital Odometer']"
2017 Mahindra KUV 100 NXT D75 K6 Plus,2017,-,Diesel,6 Seats,"13,50,000 Kms",Siddharthnagar,Fifth Owner,1198 cc,Manual,2017,,,Manual,,,,New Car Price ₹8.58 Lakh,₹2.50 Lakh ,[]
2016 Hyundai Grand i10 CRDi Asta,2016,-,Diesel,5 Seats,"1,00,000 Kms",Warangal,Second Owner,1120 cc,Manual,2016,1120 cc,70 bhp,Manual,,24 kmpl,Diesel,New Car Price ₹8.11 Lakh,₹3.90 Lakh ,"['Engine Start/Stop Button', 'Rear AC Vents']"
2018 Hyundai Grand i10 1.2 Kappa Asta,2018,-,Petrol,5 Seats,"40,000 Kms",Sidhi,First Owner,1197 cc,Manual,2018,1197 cc,81.86 bhp,Manual,,18.9 kmpl,Petrol,New Car Price ₹7.56 Lakh,₹4 Lakh ,"['Engine Start/Stop Button', 'Rear AC Vents', 'Automatic Climate Control', 'Rear Camera']"
2024 Honda City ZX,2024,-,Petrol,5 Seats,"1,60,000 Kms",Gurgaon,Second Owner,1498 cc,Manual,2024,1498 cc,119.35 bhp,Manual,,17.8 kmpl,Petrol,New Car Price ₹18.60 Lakh,₹15 Lakh ,"['Height Adjustable Driver Seat', 'Wireless Android Auto/Apple CarPlay', 'Wireless Charger', 'Tyre Pressure Monitor', 'Sunroof', 'Automatic Climate Control', 'Voice Commands', 'Air Purifier', 'Advanced Internet Features', 'ADAS']"
2021 Mercedes-Benz AMG GLE 53 Coupe BSVI,Mar 2021,Zero Dep,Petrol,5 Seats,"27,000 Kms",Sambhal,First Owner,2999 cc,Automatic,2021,,,Automatic,,,,New Car Price ₹1.97 Crore,₹1.10 Crore Make Your Offer,[]
2017 BMW 5 Series 520d M Sport,Apr 2017,Comprehensive,Diesel,5 Seats,"50,000 Kms",New Delhi,Second Owner,1995 cc,Automatic,2017,,,Automatic,,,,New Car Price ₹63.66 Lakh,₹19.90 Lakh Make Your Offer,[]
2019 BMW 5 Series 520d Luxury Line,Apr 2019,Comprehensive,Diesel,5 Seats,"41,000 Kms",Kangra,First Owner,1995 cc,Automatic,2019,,,Automatic,,,,New Car Price ₹72.47 Lakh,₹32.50 Lakh Make Your Offer,[]
2017 Jaguar XJ 2.0L Portfolio,Mar 2017,Comprehensive,Petrol,5 Seats,"22,000 Kms",Gurgaon,First Owner,1999 cc,Automatic,2017,,,Automatic,,,,New Car Price ₹1.15 Crore,₹52.50 Lakh Make Your Offer,[]
2020 BMW 5 Series 530i Sport,Dec 2020,-,Petrol,5 Seats,"2,000 Kms",Lucknow,First Owner,1998 cc,Automatic,2020,,,Automatic,,,,New Car Price ₹64.61 Lakh,₹48 Lakh Make Your Offer,[]
2019 Jeep Compass 1.4 Limited,Mar 2019,Comprehensive,Petrol,5 Seats,"52,000 Kms",Faridabad,Second Owner,1368 cc,Automatic,2019,,,Automatic,,,,New Car Price ₹23.02 Lakh,₹12.35 Lakh Make Your Offer,[]
2013 Tata Nano LX,2013,-,Petrol,4 Seats,"76,000 Kms",bulandshahr,First Owner,624 cc,Manual,2013,624 cc,37.48 bhp,Manual,,25.4 kmpl,Petrol,New Car Price ₹2.73 Lakh,₹60 Thousand ,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Bluetooth Connectivity']"
2024 Maruti Swift VXi CNG,2024,-,CNG,5 Seats,"30,000 Kms",bulandshahr,First Owner,1197 cc,Manual,2024,1197 cc,68.80 bhp,Manual,,32.85 km/kg,CNG,New Car Price ₹10.70 Lakh,₹8 Lakh ,"['Android Auto/Apple CarPlay', 'Advanced Internet Features']"
2017 Maruti Wagon R Stingray LXI Optional,2017,-,Petrol,5 Seats,"80,000 Kms",New Delhi,First Owner,998 cc,Manual,2017,998 cc,67.04 bhp,Manual,,20.51 kmpl,Petrol,New Car Price ₹5.41 Lakh,₹2.85 Lakh ,"['Air Conditioner', 'Digital Odometer']"
2022 Kia Sonet HTK BSVI,2022,-,Petrol,5 Seats,"30,000 Kms",bulandshahr,First Owner,1197 cc,Manual,2022,1197 cc,81.86 bhp,Manual,FWD,18.4 kmpl,Petrol,New Car Price ₹9.83 Lakh,₹6.60 Lakh ,"['Rear AC Vents', 'Parking Sensors']"
2020 Mercedes-Benz E-Class Expression E 200 BSIV,Dec 2020,Comprehensive,Petrol,5 Seats,"50,000 Kms",Gurgaon,First Owner,1991 cc,Automatic,2020,,,Automatic,,,,New Car Price ₹68.15 Lakh,₹44 Lakh Make Your Offer,[]
2019 Mercedes-Benz E-Class Expression E 200 BSIV,Jun 2019,Zero Dep,Petrol,5 Seats,"28,000 Kms",Ghaziabad,First Owner,1991 cc,Automatic,2019,1991 cc,194.4 bhp,Automatic,RWD,,Petrol,New Car Price ₹68.15 Lakh,₹41 Lakh Make Your Offer,['Memory Function For Seats']
2022 Mercedes-Benz GLE 450 BSVI,Dec 2022,Zero Dep,Petrol,5 Seats,"26,000 Kms",New Delhi,First Owner,2999 cc,Automatic,2022,2999 cc,362.07 bhp,Automatic,AWD,,Petrol,New Car Price ₹1.20 Crore,₹89.90 Lakh Make Your Offer,"['360 Degree Camera', 'Memory Function For Seats', 'Adjustable Headrest']"
2019 Ford Endeavour Titanium Plus 4X2,May 2019,Third Party,Diesel,7 Seats,"58,000 Kms",Gurgaon,First Owner,2198 cc,Automatic,2019,2198 cc,158.2 bhp,Automatic,RWD,14.2 kmpl,Diesel,New Car Price ₹38.23 Lakh,₹24.50 Lakh Make Your Offer,"['Powered Front Seats', 'Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control', 'Drive Modes', 'Cruise Control']"
2023 BMW X3 xDrive30i M Sport,Feb 2023,Zero Dep,Petrol,5 Seats,"24,000 Kms",Ghaziabad,First Owner,1998 cc,Automatic,2023,1998 cc,248.08 bhp,Automatic,4WD,13.17 kmpl,Petrol,New Car Price ₹78.74 Lakh,₹59 Lakh Make Your Offer,['Drive Modes']
2023 Hyundai Verna SX IVT,Apr 2023,Comprehensive,Petrol,5 Seats,"18,000 Kms",Faridabad,First Owner,1497 cc,Automatic,2023,1497 cc,113.18 bhp,Automatic,,19.6 kmpl,Petrol,New Car Price ₹16.65 Lakh,₹13.60 Lakh Make Your Offer,"['Height Adjustable Driver Seat', 'Wireless Android Auto/Apple CarPlay', 'Wireless Charger', 'Tyre Pressure Monitor', 'Sunroof', 'Automatic Climate Control', 'Voice Commands']"
2015 Honda CR-V 2.4L 4WD AT,Oct 2015,Comprehensive,Petrol,5 Seats,"39,000 Kms",New Delhi,First Owner,2354 cc,Automatic,2015,2354 cc,187.4 bhp,Automatic,4WD,12 kmpl,,New Car Price ₹30.95 Lakh,₹10.40 Lakh Make Your Offer,"['Powered Front Seats', 'Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control', 'Cruise Control']"
2019 Skoda Superb LK 1.8 TSI AT,Dec 2019,Comprehensive,Petrol,5 Seats,"45,000 Kms",Chandigarh,First Owner,1798 cc,Automatic,2019,1798 cc,177.46 bhp,Automatic,,14.67 kmpl,Petrol,New Car Price ₹35.89 Lakh,₹21 Lakh Make Your Offer,"['Leather Seats', 'Height Adjustable Driver Seat', 'Tyre Pressure Monitor', 'Automatic Climate Control', 'Voice Commands', 'Air Purifier']"
2022 Toyota Innova Crysta 2.4 GX 7 STR AT,Apr 2022,Comprehensive,Diesel,7 Seats,"68,000 Kms",Panchkula,Second Owner,2393 cc,Automatic,2022,2393 cc,148 bhp,Automatic,,,Diesel,New Car Price ₹25.96 Lakh,₹18.50 Lakh Make Your Offer,"['Cruise Control', 'Rear AC Vents', 'Rear Charging Sockets', 'Tumble Fold Seats']"
2018 Toyota Fortuner 2.8 2WD AT BSIV,Oct 2018,Comprehensive,Diesel,7 Seats,"95,000 Kms",New Delhi,First Owner,2755 cc,Automatic,2018,2755 cc,174.5 bhp,Automatic,RWD,12.9 kmpl,,New Car Price ₹37.90 Lakh,₹22.75 Lakh Make Your Offer,"['Powered Front Seats', 'Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control', 'Drive Modes', 'Cruise Control']"
2019 Toyota Innova Crysta 2.8 ZX AT BSIV,Apr 2019,Comprehensive,Diesel,7 Seats,"84,000 Kms",New Delhi,First Owner,2755 cc,Automatic,2019,2755 cc,171.5 bhp,Automatic,,,Diesel,New Car Price ₹26.62 Lakh,₹17.25 Lakh Make Your Offer,"['Engine Start/Stop Button', 'Cruise Control', 'Automatic Climate Control', 'Rear AC Vents']"
2020 Honda City V CVT,Nov 2020,Comprehensive,Petrol,5 Seats,"21,000 Kms",Noida,First Owner,1498 cc,Automatic,2020,1498 cc,119.35 bhp,Automatic,,18.3 kmpl,Petrol,New Car Price ₹15.35 Lakh,₹10.50 Lakh Make Your Offer,"['Height Adjustable Driver Seat', 'Wireless Android Auto/Apple CarPlay', 'Tyre Pressure Monitor', 'Automatic Climate Control', 'Voice Commands']"
2022 Land Rover Range Rover Sport 2.0 Petrol HSE,Dec 2022,Zero Dep,Petrol,5 Seats,"26,000 Kms",New Delhi,First Owner,1997 cc,Automatic,2022,1997 cc,296 bhp,Automatic,4WD,,Petrol,New Car Price ₹1.18 Crore,₹99 Lakh Make Your Offer,['Memory Function For Seats']
2015 Honda City i VTEC VX,Oct 2015,Comprehensive,Petrol,5 Seats,"34,000 Kms",New Delhi,First Owner,1497 cc,Manual,2015,1497 cc,117.3 bhp,Manual,,17.4 kmpl,Petrol,New Car Price ₹12.11 Lakh,₹5.65 Lakh Make Your Offer,"['Automatic Climate Control', 'Rear AC Vents', 'Parking Sensors']"
2015 BMW 5 Series 530d M Sport,Jul 2015,Comprehensive,Diesel,5 Seats,"68,000 Kms",Gurgaon,Second Owner,2993 cc,Automatic,2015,2993 cc,258 bhp,Automatic,RWD,,Diesel,New Car Price ₹73.05 Lakh,₹16.90 Lakh Make Your Offer,[]
2009 Tata Indica Terra 1.4 TDI,2009,-,Diesel,5 Seats,"1,00,000 Kms",Ajmer,Third Owner,1405 cc,Manual,2009,1405 cc,,Manual,,17 kmpl,Diesel,New Car Price ₹5.27 Lakh,₹1 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2015 Mercedes-Benz GLA Class 200,Feb 2015,Comprehensive,Petrol,5 Seats,"46,000 Kms",New Delhi,First Owner,1991 cc,Automatic,2015,1991 cc,183 bhp,Automatic,AWD,,Petrol,New Car Price ₹41.64 Lakh,₹14.50 Lakh Make Your Offer,['Powered Front Seats']
2024 Mahindra XUV700 AX7L 7Str Diesel AT AWD,Apr 2024,Zero Dep,Diesel,7 Seats,"2,100 Kms",Gurgaon,First Owner,2198 cc,Automatic,2024,2198 cc,182 bhp,Automatic,AWD,16.57 kmpl,Diesel,New Car Price ₹30.51 Lakh,₹26.75 Lakh Make Your Offer,"['Powered Front Seats', 'Ventilated Seats', 'Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control', 'Drive Modes', 'Cruise Control', '360 Degree Camera', 'Sunroof', 'ADAS']"
2018 Mercedes-Benz CLA Urban Sport 200,Apr 2018,Zero Dep,Petrol,5 Seats,"23,000 Kms",Gurgaon,First Owner,1991 cc,Automatic,2018,1991 cc,184 bhp,Automatic,FWD,,Petrol,New Car Price ₹41.63 Lakh,₹24.50 Lakh Make Your Offer,"['Powered Front Seats', 'Drive Modes']"
2012 Maruti Swift VDI,2012,-,Diesel,5 Seats,"1,60,000 Kms",Sikar,Third Owner,1248 cc,Manual,2012,1248 cc,74 bhp,Manual,,22.9 kmpl,Diesel,New Car Price ₹7.56 Lakh,₹2.80 Lakh ,[]
2015 Maruti Alto 800 LXI,2015,-,Petrol,5 Seats,"80,000 Kms",Alwar,Third Owner,796 cc,Manual,2015,796 cc,47.3 bhp,Manual,,22.74 kmpl,Petrol,New Car Price ₹3.59 Lakh,₹1.90 Lakh ,"['Air Conditioner', 'Digital Odometer']"
2020 Hyundai Elantra VTVT SX AT,Feb 2020,Third Party,Petrol,5 Seats,"19,000 Kms",Panchkula,First Owner,1999 cc,Automatic,2020,1999 cc,150.19 bhp,Automatic,,14.62 kmpl,Petrol,New Car Price ₹21.99 Lakh,₹14.90 Lakh Make Your Offer,"['Height Adjustable Driver Seat', 'Wireless Android Auto/Apple CarPlay', 'Automatic Climate Control', 'Voice Commands', 'Air Purifier']"
2019 BMW 5 Series 520d Luxury Line,May 2019,Comprehensive,Diesel,5 Seats,"42,000 Kms",Kangra,First Owner,1995 cc,Automatic,2019,1995 cc,187.74 bhp,Automatic,RWD,,Diesel,New Car Price ₹72.47 Lakh,₹32.90 Lakh Make Your Offer,"['360 Degree Camera', 'Memory Function For Seats', 'Adjustable Headrest']"
2012 Maruti Alto K10 2010-2014 VXI,2012,-,Petrol,5 Seats,"1,20,000 Kms",Sikar,Second Owner,998 cc,Manual,2012,998 cc,67.1 bhp,Manual,,20.92 kmpl,Petrol,New Car Price ₹3.83 Lakh,₹2 Lakh ,"['Central Locking', 'Air Conditioner']"
2018 Mahindra Bolero Power Plus ZLX,2018,-,Diesel,7 Seats,"80,000 Kms",jhalawar,Third Owner,1493 cc,Manual,2018,,,Manual,,,,New Car Price ₹10.68 Lakh,₹7 Lakh ,[]
2017 Mahindra Bolero Power Plus ZLX,2017,-,Diesel,7 Seats,"1,00,000 Kms",didwana,First Owner,1493 cc,Manual,2017,,,Manual,,,,New Car Price ₹10.68 Lakh,₹7.50 Lakh ,[]
2016 Mahindra TUV 300 T6,2016,-,Diesel,7 Seats,"70,000 Kms",Sikar,Second Owner,1493 cc,Manual,2016,,,Manual,,,,New Car Price ₹9.97 Lakh,₹5.50 Lakh ,[]
2011 Maruti Alto 800 LXi,2011,-,Petrol,5 Seats,"1,34,000 Kms",Jaipur,First Owner,796 cc,Manual,2011,,,Manual,,,,New Car Price ₹3.42 Lakh,₹1.50 Lakh ,[]
2007 Maruti Alto 800 LX BSIII,2007,-,Petrol,5 Seats,"1,00,000 Kms",Sikar,Fourth Owner,796 cc,Manual,2007,,,Manual,,,,New Car Price ₹3.11 Lakh,₹50 Thousand ,[]
2022 Mahindra Thar LX 4WD Hard Top Diesel BSVI,2022,-,Diesel,4 Seats,"70,000 Kms",Sikar,First Owner,2184 cc,Manual,2022,,,Manual,,,,New Car Price ₹18.49 Lakh,₹13.25 Lakh ,[]
2021 Tata Nexon XZ Plus Diesel BSVI,2021,-,Diesel,5 Seats,"1,20,000 Kms",Sikar,First Owner,1497 cc,Manual,2021,,,Manual,,,,New Car Price ₹14.14 Lakh,₹9 Lakh ,[]
2024 Hyundai Aura S CNG,2024,-,CNG,5 Seats,"30,000 Kms",Sikar,First Owner,1197 cc,Manual,2024,,,Manual,,,,New Car Price ₹9.67 Lakh,₹7.80 Lakh ,[]
2015 Hyundai Verna 1.6 VTVT S Option,2015,-,Petrol,5 Seats,"1,00,000 Kms",New Delhi,Fifth Owner,1591 cc,Manual,2015,,,Manual,,,,New Car Price ₹11.48 Lakh,₹4 Lakh ,[]
2023 Maruti Grand Vitara Zeta Plus Hybrid CVT,2023,-,Petrol,5 Seats,"19,000 Kms",didwana,First Owner,1490 cc,Automatic,2023,,,Automatic,,,,New Car Price ₹21.70 Lakh,₹17 Lakh ,[]
2018 Tata Nexon 1.5 Revotorq XT,2018,-,Diesel,5 Seats,"1,60,000 Kms",New Delhi,First Owner,1497 cc,Manual,2018,,,Manual,,,,New Car Price ₹10.98 Lakh,₹5.50 Lakh ,[]
2017 Hyundai Xcent 1.2 CRDi E Plus,2017,-,Diesel,5 Seats,"95,000 Kms",bhiwadi,Second Owner,1186 cc,Manual,2017,,,Manual,,,,New Car Price ₹8.28 Lakh,₹2.90 Lakh ,[]
2012 Mahindra Xylo E9,2012,-,Diesel,8 Seats,"1,50,000 Kms",Jaipur,Second Owner,2179 cc,Manual,2012,2179 cc,120 bhp,Manual,,13 kmpl,Diesel,New Car Price ₹13.16 Lakh,₹2.70 Lakh ,"['Parking Sensors', 'Rear AC Vents', 'Tumble Fold Seats', 'Cruise Control']"
2017 Hyundai Grand i10 Era,2017,-,Petrol,5 Seats,"1,50,000 Kms",Kota,First Owner,1197 cc,Manual,2017,1197 cc,82 bhp,Manual,,18.9 kmpl,Petrol,New Car Price ₹5.89 Lakh,₹4 Lakh ,"['Air Conditioner', 'Digital Odometer']"
2014 Maruti Swift VDI Optional,2014,-,Diesel,5 Seats,"1,50,000 Kms",Jaipur,Third Owner,1248 cc,Manual,2014,1248 cc,74 bhp,Manual,,25.2 kmpl,Diesel,New Car Price ₹8.07 Lakh,₹3.80 Lakh ,[]
2025 Hyundai Exter S Opt Plus,2025,-,Petrol,5 Seats,"2,000 Kms",Sikar,First Owner,1197 cc,Manual,2025,1197 cc,81.8 bhp,Manual,FWD,19.4 kmpl,Petrol,New Car Price ₹9.18 Lakh,₹8.50 Lakh ,"['Rear AC Vents', 'Parking Sensors', 'Sunroof', 'Advanced Internet Features']"
2017 Toyota Fortuner 2.8 4WD MT BSIV,2017,-,Diesel,7 Seats,"1,60,000 Kms",Sikar,Fourth Owner,2755 cc,Manual,2017,2755 cc,174.5 bhp,Manual,4WD,14.24 kmpl,,New Car Price ₹38.37 Lakh,₹23 Lakh ,"['Powered Front Seats', 'Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control', 'Drive Modes']"
2015 Toyota Fortuner 4x4 MT,2015,-,Diesel,7 Seats,"1,60,000 Kms",Udaipur,Fourth Owner,2982 cc,Manual,2015,2982 cc,168.5 bhp,Manual,4WD,12.55 kmpl,,New Car Price ₹32.90 Lakh,₹23 Lakh ,"['Powered Front Seats', 'Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control']"
2015 Maruti Ertiga VDI,2015,-,Diesel,7 Seats,"1,50,000 Kms",Sikar,Third Owner,1248 cc,Manual,2015,1248 cc,88.76 bhp,Manual,,20.77 kmpl,Diesel,New Car Price ₹9.96 Lakh,₹6 Lakh ,"['Rear AC Vents', 'Rear Seat Armrest', 'Tumble Fold Seats']"
2025 Hyundai Creta E Diesel,2025,-,Diesel,5 Seats,"2,000 Kms",Sikar,First Owner,1493 cc,Manual,2025,1493 cc,114 bhp,Manual,FWD,21.8 kmpl,,New Car Price ₹15.13 Lakh,₹15 Lakh ,['Height Adjustable Driver Seat']
2022 Nissan Magnite XE BSVI,2022,-,Petrol,5 Seats,"16,000 Kms",Sikar,First Owner,999 cc,Manual,2022,999 cc,71.02 bhp,Manual,,18.75 kmpl,Petrol,New Car Price ₹6.91 Lakh,₹5.40 Lakh ,['Parking Sensors']
2007 Maruti Zen Estilo VXI BSII,2007,-,Petrol,5 Seats,"94,000 Kms",Jaipur,Third Owner,998 cc,Manual,2007,998 cc,67.1 bhp,Manual,,18.2 kmpl,Petrol,New Car Price ₹4.83 Lakh,₹65 Thousand ,"['Air Conditioner', 'Digital Odometer']"
2019 Ford Aspire Titanium Diesel BSIV,2019,-,Diesel,5 Seats,"1,67,000 Kms",Sikar,First Owner,1498 cc,Manual,2019,,,Manual,,,,New Car Price ₹9.51 Lakh,₹4 Lakh ,[]
2021 Maruti XL6 Zeta,2021,-,Petrol,6 Seats,"63,000 Kms",Sikar,First Owner,1462 cc,Manual,2021,1462 cc,103.2 bhp,Manual,,19.01 kmpl,Petrol,New Car Price ₹11.90 Lakh,₹10 Lakh ,"['Touchscreen', 'Parking Sensors', 'Automatic Climate Control', 'Rear AC Vents', 'Rear Charging Sockets', 'Rear Seat Armrest', 'Tumble Fold Seats', 'Cruise Control']"
2015 Maruti Alto K10 LXI,2015,-,Petrol,5 Seats,"1,44,000 Kms",shahpura,Third Owner,998 cc,Manual,2015,,,Manual,,,,New Car Price ₹4.50 Lakh,₹2 Lakh ,[]
2021 Mahindra Scorpio S11,2021,-,Diesel,7 Seats,"1,20,000 Kms",Nagaur,Second Owner,2179 cc,Manual,2021,2179 cc,136.78 bhp,Manual,,15.4 kmpl,Diesel,New Car Price ₹22.38 Lakh,₹16 Lakh ,"['Height Adjustable Driver Seat', 'Automatic Climate Control', 'Cruise Control']"
2018 Maruti Alto 800 VXI,2018,-,Petrol,5 Seats,"1,20,000 Kms",Churu,Third Owner,796 cc,Manual,2018,,,Manual,,,,New Car Price ₹4.31 Lakh,₹2.90 Lakh ,[]
2005 Maruti Swift 1.3 VXi,2005,-,Petrol,5 Seats,"1,60,000 Kms",,Second Owner,1298 cc,Manual,2005,1298 cc,,Manual,,16.1 kmpl,Petrol,New Car Price ₹5.18 Lakh,₹1.20 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2019 Tata Harrier XE BSIV,2019,-,Diesel,5 Seats,"1,51,000 Kms",,First Owner,1956 cc,Manual,2019,1956 cc,138.1 bhp,Manual,FWD,17 kmpl,,New Car Price ₹16.52 Lakh,₹9.50 Lakh ,['Height Adjustable Driver Seat']
2005 Maruti Swift 1.3 VXi,2005,-,Petrol,5 Seats,"1,60,000 Kms",Sikar,Second Owner,1298 cc,Manual,2005,1298 cc,,Manual,,16.1 kmpl,Petrol,New Car Price ₹5.18 Lakh,₹1.50 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2016 Renault KWID 1.0 RXT Optional AT 2016-2019,2016,-,Petrol,5 Seats,"65,000 Kms",Sikar,First Owner,999 cc,Automatic,2016,999 cc,67 bhp,Automatic,,23.01 kmpl,Petrol,New Car Price ₹4.99 Lakh,₹2.50 Lakh ,"['Keyless Entry', 'Rear Camera', 'Central Locking', 'Air Conditioner', 'Digital Odometer', 'Bluetooth Connectivity', 'Touchscreen']"
2020 Hyundai Creta EX BSVI,2020,-,Petrol,5 Seats,"1,20,000 Kms",Jaipur,First Owner,1497 cc,Manual,2020,1497 cc,113.18 bhp,Manual,,,Petrol,New Car Price ₹13.83 Lakh,₹10 Lakh ,"['Rear AC Vents', 'Parking Sensors']"
2021 Hyundai Verna SX Diesel,2021,-,Diesel,5 Seats,"1,50,000 Kms",Sikar,First Owner,1493 cc,Manual,2021,1493 cc,113.45 bhp,Manual,,25 kmpl,Diesel,New Car Price ₹15.18 Lakh,₹11.65 Lakh ,"['Height Adjustable Driver Seat', 'Wireless Android Auto/Apple CarPlay', 'Wireless Charger', 'Tyre Pressure Monitor', 'Automatic Climate Control', 'Voice Commands']"
2018 Jeep Compass 2.0 Limited,2018,-,Diesel,5 Seats,"74,000 Kms",,Second Owner,1956 cc,Manual,2018,1956 cc,170 bhp,Manual,4X2,17.1 kmpl,,New Car Price ₹23.66 Lakh,₹12 Lakh ,"['Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control']"
2014 Maruti Ertiga VDI,2014,-,Diesel,7 Seats,"2,20,000 Kms",,Fourth Owner,1248 cc,Manual,2014,1248 cc,88.76 bhp,Manual,,20.77 kmpl,Diesel,New Car Price ₹9.96 Lakh,₹4.40 Lakh ,"['Rear AC Vents', 'Rear Seat Armrest', 'Tumble Fold Seats']"
2023 Maruti Grand Vitara Zeta Plus Hybrid CVT BSVI,2023,-,Petrol,5 Seats,"19,000 Kms",didwana,First Owner,1490 cc,Automatic,2023,1490 cc,91.18 bhp,Automatic,2WD,27.97 kmpl,Petrol,New Car Price ₹21.34 Lakh,₹17 Lakh ,"['Height Adjustable Driver Seat', 'Automatic Climate Control', 'Cruise Control']"
2020 Hyundai Venue S,2020,-,Petrol,5 Seats,"26,000 Kms",,First Owner,1197 cc,Manual,2020,1197 cc,81.86 bhp,Manual,FWD,17.52 kmpl,Petrol,New Car Price ₹9.15 Lakh,₹7 Lakh ,"['Rear AC Vents', 'Parking Sensors', 'Cooled Glovebox']"
2012 Maruti Ertiga VDI,2012,-,Diesel,7 Seats,"1,50,000 Kms",Sikar,Second Owner,1248 cc,Manual,2012,1248 cc,88.76 bhp,Manual,,20.77 kmpl,Diesel,New Car Price ₹9.96 Lakh,₹3.60 Lakh ,"['Rear AC Vents', 'Rear Seat Armrest', 'Tumble Fold Seats']"
2014 Maruti Swift Dzire VDI,2014,-,Diesel,5 Seats,"1,50,000 Kms",Jaipur,Fifth Owner,1248 cc,Manual,2014,,,Manual,,,,New Car Price ₹8.06 Lakh,₹3 Lakh ,[]
